,Product_ID,Product_Category,price$,storeID,supplierID,storeName,supplierName
1449,P00331342,Toys,69.43,4,18,Game Zone,Razer Inc.
1450,P00360742,Health & Beauty,49.43,5,18,InnoTech,Razer Inc.
1451,P00120442,Toys,31.97,4,18,Game Zone,Razer Inc.
1454,P00196042,Clothing,34.86,3,39,Sound Zone,Sonos Inc.
1455,P00276142,Pets,14.97,6,9,Photo World,Canon Inc.
1456,P00176942,Health & Beauty,35.44,2,13,Tech Haven,Samsung Electronics
1467,P00216542,Toys,60.12,4,18,Game Zone,Razer Inc.
1470,P00295542,Toys,18.93,2,13,Tech Haven,Samsung Electronics
1473,P00091142,Toys,64.23,7,17,Health Zone,Garmin Ltd.
1474,P00026542,Toys,64.53,2,13,Tech Haven,Samsung Electronics
1475,P00242042,Toys,5.17,7,17,Health Zone,Garmin Ltd.
1477,P00184342,Toys,69.39,1,16,Electro Mart,Sony Corporation
1478,P00049542,Toys,6.01,6,9,Photo World,Canon Inc.
1479,P00155642,Toys,64.15,3,39,Sound Zone,Sonos Inc.
1480,P00347342,Toys,38.98,3,39,Sound Zone,Sonos Inc.
1484,P00007142,Health & Beauty,41.95,5,18,InnoTech,Razer Inc.
1487,P00221442,Grocery,74.16,3,39,Sound Zone,Sonos Inc.
1490,P00167942,Grocery,42.69,2,13,Tech Haven,Samsung Electronics
1497,P00201442,Grocery,15.43,5,18,InnoTech,Razer Inc.
1504,P00014642,Toys,46.33,3,39,Sound Zone,Sonos Inc.
1506,P00285642,Electronics,9.08,1,16,Electro Mart,Sony Corporation
1510,P00246042,Office & School Supplies,36.78,4,18,Game Zone,Razer Inc.
1511,P00204342,Office & School Supplies,66.0,5,18,InnoTech,Razer Inc.
1512,P00025042,Health & Beauty,57.47,3,39,Sound Zone,Sonos Inc.
1513,P00066542,Grocery,36.81,1,16,Electro Mart,Sony Corporation
1515,P00177342,Toys,12.07,4,18,Game Zone,Razer Inc.
1520,P00322942,Electronics,58.76,1,16,Electro Mart,Sony Corporation
1523,P00266042,Toys,21.39,3,39,Sound Zone,Sonos Inc.
1524,P00177642,Toys,40.3,3,39,Sound Zone,Sonos Inc.
1526,P00281642,Grocery,26.47,2,13,Tech Haven,Samsung Electronics
1529,P00282442,Health & Beauty,6.91,51,51,Pakistan,Pakistan
1532,P00042742,Health & Beauty,35.74,4,18,Game Zone,Razer Inc.
1533,P00001242,Health & Beauty,45.71,6,9,Photo World,Canon Inc.
1537,P00339942,Grocery,53.88,5,18,InnoTech,Razer Inc.
1541,P00029542,Grocery,39.44,7,17,Health Zone,Garmin Ltd.
1543,P00244342,Patio & Garden,14.68,5,18,InnoTech,Razer Inc.
1544,P00280642,Patio & Garden,67.81,5,18,InnoTech,Razer Inc.
1545,P00244442,Patio & Garden,31.62,3,39,Sound Zone,Sonos Inc.
1546,P00105442,Patio & Garden,22.18,3,39,Sound Zone,Sonos Inc.
1548,P00194142,Patio & Garden,37.82,4,18,Game Zone,Razer Inc.
1549,P00313942,Pharmacy & OTC,50.23,1,16,Electro Mart,Sony Corporation
1551,P00084342,Furniture,76.84,4,18,Game Zone,Razer Inc.
1554,P00198642,Toys,65.69,7,17,Health Zone,Garmin Ltd.
1557,P00115842,"Arts, Crafts & Sewing",77.37,2,13,Tech Haven,Samsung Electronics
1560,P00128142,Grocery,25.81,4,18,Game Zone,Razer Inc.
1564,P00021142,Health & Beauty,14.42,6,9,Photo World,Canon Inc.
1565,P00043542,Toys,56.92,2,13,Tech Haven,Samsung Electronics
1567,P00102842,Toys,47.05,3,39,Sound Zone,Sonos Inc.
1568,P00041842,Household Essentials,49.68,1,16,Electro Mart,Sony Corporation
1571,P00242642,Baby,41.34,1,16,Electro Mart,Sony Corporation
1575,P00231942,Patio & Garden,59.7,4,18,Game Zone,Razer Inc.
1576,P00174142,Home & Kitchen,61.41,1,16,Electro Mart,Sony Corporation
1580,P00260442,Grocery,51.83,4,18,Game Zone,Razer Inc.
1582,P00016842,Grocery,48.18,5,18,InnoTech,Razer Inc.
1583,P00255942,Grocery,45.76,3,39,Sound Zone,Sonos Inc.
1589,P00268342,Health & Beauty,50.08,2,13,Tech Haven,Samsung Electronics
1601,P00223542,Grocery,38.28,6,9,Photo World,Canon Inc.
1606,P00122442,Grocery,50.76,4,18,Game Zone,Razer Inc.
1607,P00298942,Grocery,20.62,1,16,Electro Mart,Sony Corporation
1609,P00042542,Grocery,60.39,3,39,Sound Zone,Sonos Inc.
1610,P00078842,Grocery,72.59,2,13,Tech Haven,Samsung Electronics
1613,P00084842,Toys,61.46,3,39,Sound Zone,Sonos Inc.
1618,P00216742,Health & Beauty,40.71,4,18,Game Zone,Razer Inc.
1621,P00006142,Toys,22.02,6,9,Photo World,Canon Inc.
1622,P00233442,Grocery,26.77,4,18,Game Zone,Razer Inc.
1623,P00024342,Toys,77.04,5,18,InnoTech,Razer Inc.
1624,P00024242,Health & Beauty,11.65,4,18,Game Zone,Razer Inc.
1625,P00093342,Grocery,12.38,3,39,Sound Zone,Sonos Inc.
1629,P00333642,Patio & Garden,40.01,6,9,Photo World,Canon Inc.
1634,P00364442,Grocery,42.5,2,13,Tech Haven,Samsung Electronics
1641,P00346042,Household Essentials,75.25,4,18,Game Zone,Razer Inc.
1643,P00282242,Health & Beauty,62.71,2,13,Tech Haven,Samsung Electronics
1645,P00180342,Patio & Garden,15.4,7,17,Health Zone,Garmin Ltd.
1648,P00113642,Toys,36.95,2,13,Tech Haven,Samsung Electronics
1650,P00001042,Grocery,40.32,7,17,Health Zone,Garmin Ltd.
1655,P00083942,Pets,53.7,1,16,Electro Mart,Sony Corporation
1657,P00117842,Health & Beauty,63.89,6,9,Photo World,Canon Inc.
1662,P00148042,Toys,19.28,3,39,Sound Zone,Sonos Inc.
1663,P00053042,Health & Beauty,65.2,3,39,Sound Zone,Sonos Inc.
1672,P00004642,Toys,62.95,5,18,InnoTech,Razer Inc.
1673,P00158042,Toys,16.9,3,39,Sound Zone,Sonos Inc.
1677,P00259142,Health & Beauty,69.85,2,13,Tech Haven,Samsung Electronics
1678,P00282042,Health & Beauty,25.17,5,18,InnoTech,Razer Inc.
1679,P00047942,Health & Beauty,51.1,3,39,Sound Zone,Sonos Inc.
1680,P00131542,Toys,56.46,1,16,Electro Mart,Sony Corporation
1681,P00264242,Toys,60.94,4,18,Game Zone,Razer Inc.
1682,P00343442,Pets,30.45,5,18,InnoTech,Razer Inc.
1686,P00254642,Health & Beauty,51.85,3,39,Sound Zone,Sonos Inc.
1691,P00320842,Grocery,30.75,1,16,Electro Mart,Sony Corporation
1697,P00074242,Health & Beauty,13.8,4,18,Game Zone,Razer Inc.
1698,P00018142,Health & Beauty,54.4,1,16,Electro Mart,Sony Corporation
1699,P00229942,Health & Beauty,27.93,3,39,Sound Zone,Sonos Inc.
1700,P00355642,"Arts, Crafts & Sewing",34.16,3,39,Sound Zone,Sonos Inc.
1702,P00142942,Grocery,42.59,2,13,Tech Haven,Samsung Electronics
1703,P00035342,Electronics,56.41,51,51,Pakistan,Pakistan
1706,P00017542,Health & Beauty,28.89,4,18,Game Zone,Razer Inc.
1707,P00217942,Health & Beauty,41.94,6,9,Photo World,Canon Inc.
1711,P00072542,Health & Beauty,57.59,5,18,InnoTech,Razer Inc.
1713,P00178242,Toys,45.95,7,17,Health Zone,Garmin Ltd.
1718,P00352642,Grocery,58.08,5,18,InnoTech,Razer Inc.
1719,P00145642,Grocery,47.65,5,18,InnoTech,Razer Inc.
1720,P00100942,Health & Beauty,47.22,3,39,Sound Zone,Sonos Inc.
1724,P00105042,Health & Beauty,23.33,3,39,Sound Zone,Sonos Inc.
1726,P00305042,Patio & Garden,59.97,4,18,Game Zone,Razer Inc.
1728,P00181542,Patio & Garden,21.98,1,16,Electro Mart,Sony Corporation
1729,P00014942,Toys,53.49,4,18,Game Zone,Razer Inc.
1730,P00125142,Patio & Garden,74.02,7,17,Health Zone,Garmin Ltd.
1732,P00368242,Health & Beauty,42.6,2,13,Tech Haven,Samsung Electronics
1733,P00243542,Patio & Garden,71.76,4,18,Game Zone,Razer Inc.
1734,P00342042,Patio & Garden,63.63,6,9,Photo World,Canon Inc.
1735,P00179242,Patio & Garden,62.59,2,13,Tech Haven,Samsung Electronics
1736,P00129142,Grocery,17.82,3,39,Sound Zone,Sonos Inc.
1737,P00359242,Grocery,65.0,1,16,Electro Mart,Sony Corporation
1739,P00308342,Health & Beauty,10.49,1,16,Electro Mart,Sony Corporation
1740,P00216042,Health & Beauty,34.69,4,18,Game Zone,Razer Inc.
1741,P00220342,Health & Beauty,28.31,1,16,Electro Mart,Sony Corporation
1743,P00171342,Furniture,30.78,4,18,Game Zone,Razer Inc.
1748,P0095842,Home & Kitchen,58.85,5,18,InnoTech,Razer Inc.
1749,P00256042,Household Essentials,17.81,3,39,Sound Zone,Sonos Inc.
1751,P00124242,Patio & Garden,20.56,2,13,Tech Haven,Samsung Electronics
1754,P00236542,Toys,71.63,6,9,Photo World,Canon Inc.
1755,P00353542,Health & Beauty,30.54,4,18,Game Zone,Razer Inc.
1756,P00319242,Toys,65.5,1,16,Electro Mart,Sony Corporation
1760,P00311942,Electronics,67.72,3,39,Sound Zone,Sonos Inc.
1761,P00197142,Health & Beauty,40.25,2,13,Tech Haven,Samsung Electronics
1763,P00065242,Electronics,21.05,3,39,Sound Zone,Sonos Inc.
1764,P00194342,Home & Kitchen,6.42,4,18,Game Zone,Razer Inc.
1766,P00180142,Patio & Garden,71.79,6,9,Photo World,Canon Inc.
1767,P00168342,Patio & Garden,63.98,4,18,Game Zone,Razer Inc.
1772,P00265342,Baby,73.78,5,18,InnoTech,Razer Inc.
1773,P00319042,Health & Beauty,20.7,4,18,Game Zone,Razer Inc.
1775,P00093242,Toys,21.45,3,39,Sound Zone,Sonos Inc.
1780,P00051642,Toys,76.21,6,9,Photo World,Canon Inc.
1781,P00293342,Toys,45.15,2,13,Tech Haven,Samsung Electronics
1788,P00153842,Toys,41.11,4,18,Game Zone,Razer Inc.
1789,P00130842,Health & Beauty,16.7,2,13,Tech Haven,Samsung Electronics
1792,P00155842,Toys,78.29,7,17,Health Zone,Garmin Ltd.
1794,P00211242,Toys,7.08,2,13,Tech Haven,Samsung Electronics
1797,P00221042,Grocery,40.02,7,17,Health Zone,Garmin Ltd.
1798,P00008142,Toys,71.48,1,16,Electro Mart,Sony Corporation
1799,P00079942,Toys,16.88,6,9,Photo World,Canon Inc.
1801,P00320942,Grocery,4.07,3,39,Sound Zone,Sonos Inc.
1802,P00319442,Toys,55.97,3,39,Sound Zone,Sonos Inc.
1804,P00235142,Health & Beauty,41.61,5,18,InnoTech,Razer Inc.
1807,P00280442,Patio & Garden,26.15,3,39,Sound Zone,Sonos Inc.
1808,P00173242,Health & Beauty,30.75,2,13,Tech Haven,Samsung Electronics
1818,P0095542,Electronics,18.41,5,18,InnoTech,Razer Inc.
1819,P00265142,Home & Kitchen,34.27,3,39,Sound Zone,Sonos Inc.
1827,P00074342,Health & Beauty,49.53,1,16,Electro Mart,Sony Corporation
1828,P00135342,Health & Beauty,4.3,4,18,Game Zone,Razer Inc.
1835,P00316642,Clothing,33.61,5,18,InnoTech,Razer Inc.
1840,P00264642,Toys,9.08,3,39,Sound Zone,Sonos Inc.
1841,P00157642,Grocery,10.0,1,16,Electro Mart,Sony Corporation
1843,P00070342,Grocery,64.52,4,18,Game Zone,Razer Inc.
1849,P00073642,Toys,65.66,1,16,Electro Mart,Sony Corporation
1853,P00268542,Health & Beauty,66.6,3,39,Sound Zone,Sonos Inc.
1860,P00136742,Grocery,66.87,3,39,Sound Zone,Sonos Inc.
1862,P00001542,Grocery,45.81,2,13,Tech Haven,Samsung Electronics
1869,P00154242,Toys,63.67,51,51,Pakistan,Pakistan
1871,P00050142,Health & Beauty,2.79,4,18,Game Zone,Razer Inc.
1872,P00130642,Patio & Garden,21.85,6,9,Photo World,Canon Inc.
1874,P00024642,Health & Beauty,21.17,5,18,InnoTech,Razer Inc.
1875,P00329942,Health & Beauty,46.91,7,17,Health Zone,Garmin Ltd.
1880,P00192742,Patio & Garden,49.56,5,18,InnoTech,Razer Inc.
1881,P00138842,Health & Beauty,35.48,5,18,InnoTech,Razer Inc.
1883,P00185842,Clothing,46.6,3,39,Sound Zone,Sonos Inc.
1887,P00115042,Health & Beauty,4.74,3,39,Sound Zone,Sonos Inc.
1891,P00120642,Health & Beauty,51.61,4,18,Game Zone,Razer Inc.
1892,P00005742,Toys,75.99,1,16,Electro Mart,Sony Corporation
1898,P00048042,Grocery,64.22,4,18,Game Zone,Razer Inc.
1902,P00273342,Automotive,68.22,7,17,Health Zone,Garmin Ltd.
1905,P00180042,Patio & Garden,52.73,2,13,Tech Haven,Samsung Electronics
1909,P00365342,Grocery,46.09,4,18,Game Zone,Razer Inc.
1912,P00146742,Grocery,36.4,6,9,Photo World,Canon Inc.
1914,P00335742,Health & Beauty,25.87,2,13,Tech Haven,Samsung Electronics
1920,P00114842,Health & Beauty,19.23,3,39,Sound Zone,Sonos Inc.
1923,P00366442,Toys,2.8,1,16,Electro Mart,Sony Corporation
1925,P00348942,Toys,14.36,1,16,Electro Mart,Sony Corporation
1927,P00270842,Health & Beauty,3.43,4,18,Game Zone,Razer Inc.
1930,P00339342,Grocery,19.1,1,16,Electro Mart,Sony Corporation
1932,P00358442,Grocery,29.65,4,18,Game Zone,Razer Inc.
1935,P00031142,"Arts, Crafts & Sewing",40.91,5,18,InnoTech,Razer Inc.
1939,P00118042,Toys,54.06,3,39,Sound Zone,Sonos Inc.
1940,P00331142,Health & Beauty,20.56,2,13,Tech Haven,Samsung Electronics
1941,P00156542,Clothing,59.78,6,9,Photo World,Canon Inc.
1947,P00033442,Clothing,46.6,4,18,Game Zone,Razer Inc.
1948,P00154442,Toys,23.83,1,16,Electro Mart,Sony Corporation
1953,P00274642,Clothing,11.26,3,39,Sound Zone,Sonos Inc.
1957,P00313242,Toys,73.29,2,13,Tech Haven,Samsung Electronics
1958,P00279542,Toys,4.55,3,39,Sound Zone,Sonos Inc.
1959,P00203742,Furniture,67.97,4,18,Game Zone,Razer Inc.
1960,P00354442,Health & Beauty,28.57,6,9,Photo World,Canon Inc.
1964,P00178142,Toys,73.72,4,18,Game Zone,Razer Inc.
1965,P00092142,Toys,55.97,5,18,InnoTech,Razer Inc.
1972,P00318342,Appliances,79.2,4,18,Game Zone,Razer Inc.
1975,P00210942,Health & Beauty,62.12,3,39,Sound Zone,Sonos Inc.
1979,P00215442,Office & School Supplies,5.03,6,9,Photo World,Canon Inc.
1984,P00309242,Health & Beauty,36.86,2,13,Tech Haven,Samsung Electronics
1985,P00109942,Toys,54.28,4,18,Game Zone,Razer Inc.
1988,P00208042,Toys,69.26,2,13,Tech Haven,Samsung Electronics
1990,P00029742,Health & Beauty,58.19,7,17,Health Zone,Garmin Ltd.
1993,P00240442,Household Essentials,48.02,2,13,Tech Haven,Samsung Electronics
1997,P00304642,Electronics,18.03,7,17,Health Zone,Garmin Ltd.
1999,P00067942,Health & Beauty,6.04,1,16,Electro Mart,Sony Corporation
2000,P00361942,Grocery,5.23,6,9,Photo World,Canon Inc.
2001,P00083242,Patio & Garden,37.57,3,39,Sound Zone,Sonos Inc.
2004,P00366942,Toys,8.86,3,39,Sound Zone,Sonos Inc.
2010,P00149142,Patio & Garden,27.26,5,18,InnoTech,Razer Inc.
2011,P00214642,Patio & Garden,33.88,3,39,Sound Zone,Sonos Inc.
2013,P00181942,Patio & Garden,22.09,2,13,Tech Haven,Samsung Electronics
2021,P00296042,Toys,14.23,5,18,InnoTech,Razer Inc.
2023,P00189042,Toys,32.91,3,39,Sound Zone,Sonos Inc.
2028,P00134942,Health & Beauty,64.57,1,16,Electro Mart,Sony Corporation
2032,P00359042,Electronics,26.27,4,18,Game Zone,Razer Inc.
2041,P00088842,Toys,61.07,5,18,InnoTech,Razer Inc.
2042,P00159442,Health & Beauty,76.29,3,39,Sound Zone,Sonos Inc.
2044,P00341242,Baby,37.33,1,16,Electro Mart,Sony Corporation
2049,P00122542,Patio & Garden,4.33,4,18,Game Zone,Razer Inc.
2050,P00295342,Electronics,25.65,1,16,Electro Mart,Sony Corporation
2053,P00323642,Toys,24.89,3,39,Sound Zone,Sonos Inc.
2054,P00101542,Furniture,19.64,3,39,Sound Zone,Sonos Inc.
2057,P00307942,Household Essentials,15.62,2,13,Tech Haven,Samsung Electronics
2058,P00297542,Toys,47.55,51,51,Pakistan,Pakistan
2060,P00287642,Toys,32.59,4,18,Game Zone,Razer Inc.
2061,P00115742,Household Essentials,12.84,6,9,Photo World,Canon Inc.
2064,P00120542,Toys,47.66,5,18,InnoTech,Razer Inc.
2066,P00330342,Health & Beauty,68.46,7,17,Health Zone,Garmin Ltd.
2067,P00296942,Toys,2.32,5,18,InnoTech,Razer Inc.
2068,P00332142,Toys,65.6,5,18,InnoTech,Razer Inc.
2071,P00370042,Grocery,22.43,3,39,Sound Zone,Sonos Inc.
2073,P00130242,Toys,26.34,3,39,Sound Zone,Sonos Inc.
2078,P00320742,Grocery,19.38,4,18,Game Zone,Razer Inc.
2080,P00101042,Health & Beauty,18.75,1,16,Electro Mart,Sony Corporation
2081,P00169742,Grocery,45.5,4,18,Game Zone,Razer Inc.
2082,P00352242,Grocery,5.15,7,17,Health Zone,Garmin Ltd.
2083,P00181742,Patio & Garden,31.44,2,13,Tech Haven,Samsung Electronics
2087,P00078242,Health & Beauty,38.86,4,18,Game Zone,Razer Inc.
2088,P00059842,Health & Beauty,11.63,6,9,Photo World,Canon Inc.
2089,P00072842,Health & Beauty,26.99,2,13,Tech Haven,Samsung Electronics
2094,P00198242,Electronics,56.59,3,39,Sound Zone,Sonos Inc.
2095,P00335842,Health & Beauty,54.02,1,16,Electro Mart,Sony Corporation
2097,P00174842,Pharmacy & OTC,48.15,1,16,Electro Mart,Sony Corporation
2098,P00214842,Appliances,5.11,4,18,Game Zone,Razer Inc.
2100,P00248742,Health & Beauty,55.25,1,16,Electro Mart,Sony Corporation
2106,P00052242,Toys,47.63,4,18,Game Zone,Razer Inc.
2111,P00047742,"Arts, Crafts & Sewing",31.55,5,18,InnoTech,Razer Inc.
2112,P00155142,Grocery,59.03,3,39,Sound Zone,Sonos Inc.
2113,P0009842,Toys,32.95,2,13,Tech Haven,Samsung Electronics
2114,P00052742,"Arts, Crafts & Sewing",70.18,6,9,Photo World,Canon Inc.
2117,P00036242,Health & Beauty,58.52,4,18,Game Zone,Razer Inc.
2118,P00025342,Household Essentials,79.07,1,16,Electro Mart,Sony Corporation
2119,P00271042,Household Essentials,36.53,3,39,Sound Zone,Sonos Inc.
2121,P00312842,"Arts, Crafts & Sewing",53.22,2,13,Tech Haven,Samsung Electronics
2122,P00370642,Toys,58.6,3,39,Sound Zone,Sonos Inc.
2123,P00309342,"Arts, Crafts & Sewing",60.28,4,18,Game Zone,Razer Inc.
2129,P00109842,Toys,38.93,6,9,Photo World,Canon Inc.
2132,P00287342,Health & Beauty,35.29,4,18,Game Zone,Razer Inc.
2138,P00192242,Home & Kitchen,70.99,5,18,InnoTech,Razer Inc.
2139,P00025942,Toys,55.58,4,18,Game Zone,Razer Inc.
2140,P00084242,Toys,31.04,3,39,Sound Zone,Sonos Inc.
2148,P00107242,Automotive,7.67,6,9,Photo World,Canon Inc.
2154,P00128542,Grocery,2.61,2,13,Tech Haven,Samsung Electronics
2155,P00260642,Home & Kitchen,45.48,4,18,Game Zone,Razer Inc.
2156,P00082242,Patio & Garden,68.64,2,13,Tech Haven,Samsung Electronics
2159,P00249742,Grocery,72.59,7,17,Health Zone,Garmin Ltd.
2160,P00129042,Grocery,36.14,2,13,Tech Haven,Samsung Electronics
2161,P00288242,Health & Beauty,14.3,7,17,Health Zone,Garmin Ltd.
2165,P00184242,Sports & Outdoors,27.08,1,16,Electro Mart,Sony Corporation
2170,P00302642,"Arts, Crafts & Sewing",33.26,6,9,Photo World,Canon Inc.
2175,P00126042,Toys,29.75,3,39,Sound Zone,Sonos Inc.
2176,P00349442,Household Essentials,54.48,3,39,Sound Zone,Sonos Inc.
2184,P00169642,Health & Beauty,64.0,5,18,InnoTech,Razer Inc.
2188,P00010542,Electronics,72.33,3,39,Sound Zone,Sonos Inc.
2191,P00222042,Grocery,47.64,2,13,Tech Haven,Samsung Electronics
2193,P0096342,Toys,37.79,5,18,InnoTech,Razer Inc.
2195,P00356742,Health & Beauty,65.61,3,39,Sound Zone,Sonos Inc.
2198,P00155242,Home & Kitchen,17.6,1,16,Electro Mart,Sony Corporation
2199,P00041942,Health & Beauty,55.37,4,18,Game Zone,Razer Inc.
2200,P00358342,Patio & Garden,49.7,5,18,InnoTech,Razer Inc.
2206,P00127742,Grocery,60.15,3,39,Sound Zone,Sonos Inc.
2211,P00066942,Toys,50.8,1,16,Electro Mart,Sony Corporation
2212,P00085842,Pets,53.61,4,18,Game Zone,Razer Inc.
2213,P00284742,Health & Beauty,40.2,1,16,Electro Mart,Sony Corporation
2215,P00254242,Health & Beauty,7.64,3,39,Sound Zone,Sonos Inc.
2221,P00210542,Health & Beauty,51.75,3,39,Sound Zone,Sonos Inc.
2222,P00086342,Toys,42.68,2,13,Tech Haven,Samsung Electronics
2224,P00315642,Toys,23.58,51,51,Pakistan,Pakistan
2226,P0099442,Household Essentials,50.82,4,18,Game Zone,Razer Inc.
2228,P00108542,Health & Beauty,26.27,6,9,Photo World,Canon Inc.
2233,P00337142,Pets,68.74,5,18,InnoTech,Razer Inc.
2242,P00111242,Grocery,27.83,7,17,Health Zone,Garmin Ltd.
2244,P00263542,"Arts, Crafts & Sewing",62.11,5,18,InnoTech,Razer Inc.
2245,P00250942,Patio & Garden,42.72,5,18,InnoTech,Razer Inc.
2248,P00265442,Health & Beauty,73.24,3,39,Sound Zone,Sonos Inc.
2251,P00006842,Health & Beauty,77.73,3,39,Sound Zone,Sonos Inc.
2254,P00156842,Clothing,20.73,4,18,Game Zone,Razer Inc.
2256,P00075442,Health & Beauty,70.08,1,16,Electro Mart,Sony Corporation
2266,P00217342,Grocery,49.65,4,18,Game Zone,Razer Inc.
2273,P00195042,Household Essentials,21.08,7,17,Health Zone,Garmin Ltd.
2274,P00253542,Toys,24.28,2,13,Tech Haven,Samsung Electronics
2275,P00324642,Toys,29.72,4,18,Game Zone,Razer Inc.
2277,P00228342,Grocery,4.1,6,9,Photo World,Canon Inc.
2279,P0098742,Toys,28.33,2,13,Tech Haven,Samsung Electronics
2282,P00026642,Toys,63.37,3,39,Sound Zone,Sonos Inc.
2283,P00296242,Toys,63.61,1,16,Electro Mart,Sony Corporation
2286,P00144042,Electronics,31.94,1,16,Electro Mart,Sony Corporation
2288,P00040942,"Arts, Crafts & Sewing",19.7,4,18,Game Zone,Razer Inc.
2289,P00043842,Toys,42.59,1,16,Electro Mart,Sony Corporation
2290,P00032142,Health & Beauty,10.36,4,18,Game Zone,Razer Inc.
2292,P00000542,Health & Beauty,16.54,5,18,InnoTech,Razer Inc.
2293,P00035642,Toys,21.91,3,39,Sound Zone,Sonos Inc.
2296,P00291242,Toys,65.76,2,13,Tech Haven,Samsung Electronics
2297,P00198842,Toys,39.3,6,9,Photo World,Canon Inc.
2298,P00256342,Health & Beauty,33.86,4,18,Game Zone,Razer Inc.
2302,P00298442,"Arts, Crafts & Sewing",20.27,1,16,Electro Mart,Sony Corporation
2307,P00191942,Electronics,47.76,3,39,Sound Zone,Sonos Inc.
2308,P00230942,Health & Beauty,31.8,2,13,Tech Haven,Samsung Electronics
2310,P00305342,Health & Beauty,27.31,3,39,Sound Zone,Sonos Inc.
2313,P00157142,Patio & Garden,77.77,4,18,Game Zone,Razer Inc.
2314,P00256842,Health & Beauty,50.86,6,9,Photo World,Canon Inc.
2323,P00002042,Grocery,56.66,4,18,Game Zone,Razer Inc.
2326,P00294242,Clothing,61.03,5,18,InnoTech,Razer Inc.
2339,P00193642,Electronics,38.45,4,18,Game Zone,Razer Inc.
2343,P00109542,Toys,34.01,3,39,Sound Zone,Sonos Inc.
2345,P00169442,Toys,20.36,6,9,Photo World,Canon Inc.
2348,P00022142,Grocery,74.43,2,13,Tech Haven,Samsung Electronics
2349,P00231242,"Arts, Crafts & Sewing",72.88,4,18,Game Zone,Razer Inc.
2350,P00299142,Health & Beauty,38.85,2,13,Tech Haven,Samsung Electronics
2356,P00337542,Health & Beauty,11.16,7,17,Health Zone,Garmin Ltd.
2361,P00065042,Health & Beauty,61.18,2,13,Tech Haven,Samsung Electronics
2365,P00148442,Electronics,63.6,7,17,Health Zone,Garmin Ltd.
2374,P00349242,Toys,8.76,1,16,Electro Mart,Sony Corporation
2378,P00289842,Grocery,58.56,6,9,Photo World,Canon Inc.
2380,P00033942,Health & Beauty,3.81,3,39,Sound Zone,Sonos Inc.
2381,P00190542,Home & Kitchen,14.85,3,39,Sound Zone,Sonos Inc.
2387,P00207942,Household Essentials,51.48,5,18,InnoTech,Razer Inc.
2397,P00164842,Health & Beauty,33.16,3,39,Sound Zone,Sonos Inc.
2398,P00266442,Health & Beauty,78.41,2,13,Tech Haven,Samsung Electronics
2401,P00346242,Grocery,45.43,5,18,InnoTech,Razer Inc.
2412,P00103242,Toys,3.09,3,39,Sound Zone,Sonos Inc.
2415,P00061542,Health & Beauty,2.12,1,16,Electro Mart,Sony Corporation
2416,P00209142,Health & Beauty,51.57,4,18,Game Zone,Razer Inc.
2417,P00052442,Health & Beauty,28.64,5,18,InnoTech,Razer Inc.
2418,P00116542,Health & Beauty,29.84,3,39,Sound Zone,Sonos Inc.
2420,P00325742,Electronics,77.44,1,16,Electro Mart,Sony Corporation
2437,P00340042,Health & Beauty,44.72,4,18,Game Zone,Razer Inc.
2438,P00221742,Grocery,20.74,1,16,Electro Mart,Sony Corporation
2443,P00241742,Health & Beauty,76.26,3,39,Sound Zone,Sonos Inc.
2452,P00018842,Toys,22.22,3,39,Sound Zone,Sonos Inc.
2454,P00297742,Toys,25.94,2,13,Tech Haven,Samsung Electronics
2459,P00168142,Toys,51.41,51,51,Pakistan,Pakistan
2465,P00106042,Health & Beauty,30.65,4,18,Game Zone,Razer Inc.
2475,P00163442,Household Essentials,10.99,6,9,Photo World,Canon Inc.
2478,P00237842,Health & Beauty,66.0,5,18,InnoTech,Razer Inc.
2479,P00300042,"Arts, Crafts & Sewing",5.05,7,17,Health Zone,Garmin Ltd.
2480,P00196542,Health & Beauty,24.01,5,18,InnoTech,Razer Inc.
2504,P00273942,Health & Beauty,70.26,5,18,InnoTech,Razer Inc.
2523,P00272842,Health & Beauty,26.85,3,39,Sound Zone,Sonos Inc.
2528,P00116042,Toys,75.1,3,39,Sound Zone,Sonos Inc.
2533,P00012142,Health & Beauty,68.61,4,18,Game Zone,Razer Inc.
2534,P00104942,Health & Beauty,19.31,1,16,Electro Mart,Sony Corporation
2538,P00117242,Toys,39.01,4,18,Game Zone,Razer Inc.
2561,P00085642,Health & Beauty,27.94,7,17,Health Zone,Garmin Ltd.
2563,P00123842,Patio & Garden,47.44,2,13,Tech Haven,Samsung Electronics
2567,P00300242,Toys,20.74,4,18,Game Zone,Razer Inc.
2575,P00108642,Toys,45.56,6,9,Photo World,Canon Inc.
2578,P00101742,Pets,23.01,2,13,Tech Haven,Samsung Electronics
2581,P00367942,Health & Beauty,25.65,3,39,Sound Zone,Sonos Inc.
2599,P00209642,Office & School Supplies,35.08,1,16,Electro Mart,Sony Corporation
2600,P00085342,Automotive,33.17,1,16,Electro Mart,Sony Corporation
2602,P00111942,Toys,9.46,4,18,Game Zone,Razer Inc.
2607,P00283142,Furniture,9.32,1,16,Electro Mart,Sony Corporation
2613,P00186642,Electronics,53.21,4,18,Game Zone,Razer Inc.
2621,P00177142,Toys,71.78,5,18,InnoTech,Razer Inc.
2622,P00350142,Toys,51.87,3,39,Sound Zone,Sonos Inc.
